t	H	V	T	P
2.942e+00	-6.765e+02	-6.766466e+02	1.049e-01	0.000e+00
2.946e+00	-6.765e+02	-6.766468e+02	1.050e-01	0.000e+00
2.950e+00	-6.765e+02	-6.766492e+02	1.065e-01	0.000e+00
2.954e+00	-6.765e+02	-6.766530e+02	1.089e-01	0.000e+00
2.958e+00	-6.765e+02	-6.766573e+02	1.117e-01	0.000e+00
2.962e+00	-6.765e+02	-6.766621e+02	1.148e-01	0.000e+00
2.966e+00	-6.765e+02	-6.766677e+02	1.184e-01	0.000e+00
2.970e+00	-6.765e+02	-6.766749e+02	1.230e-01	0.000e+00
2.974e+00	-6.765e+02	-6.766844e+02	1.291e-01	0.000e+00
2.978e+00	-6.765e+02	-6.766966e+02	1.369e-01	0.000e+00
2.982e+00	-6.765e+02	-6.767110e+02	1.462e-01	0.000e+00
2.986e+00	-6.765e+02	-6.767265e+02	1.561e-01	0.000e+00
2.990e+00	-6.765e+02	-6.767412e+02	1.655e-01	0.000e+00
2.994e+00	-6.765e+02	-6.767530e+02	1.731e-01	0.000e+00
2.998e+00	-6.765e+02	-6.767598e+02	1.774e-01	0.000e+00
3.002e+00	-6.765e+02	-6.767602e+02	1.777e-01	0.000e+00
3.006e+00	-6.765e+02	-6.767540e+02	1.737e-01	0.000e+00
3.010e+00	-6.765e+02	-6.767418e+02	1.659e-01	0.000e+00
3.014e+00	-6.765e+02	-6.767255e+02	1.555e-01	0.000e+00
3.018e+00	-6.765e+02	-6.767075e+02	1.439e-01	0.000e+00
3.022e+00	-6.765e+02	-6.766901e+02	1.328e-01	0.000e+00
3.026e+00	-6.765e+02	-6.766755e+02	1.234e-01	0.000e+00
3.030e+00	-6.765e+02	-6.766648e+02	1.166e-01	0.000e+00
3.034e+00	-6.765e+02	-6.766584e+02	1.124e-01	0.000e+00
3.038e+00	-6.765e+02	-6.766558e+02	1.108e-01	0.000e+00
3.042e+00	-6.765e+02	-6.766559e+02	1.108e-01	0.000e+00
3.046e+00	-6.765e+02	-6.766574e+02	1.118e-01	0.000e+00
3.050e+00	-6.765e+02	-6.766591e+02	1.129e-01	0.000e+00
3.054e+00	-6.765e+02	-6.766603e+02	1.136e-01	0.000e+00
3.058e+00	-6.765e+02	-6.766609e+02	1.140e-01	0.000e+00
3.062e+00	-6.765e+02	-6.766615e+02	1.144e-01	0.000e+00
3.066e+00	-6.765e+02	-6.766631e+02	1.154e-01	0.000e+00
3.070e+00	-6.765e+02	-6.766670e+02	1.179e-01	0.000e+00
3.074e+00	-6.765e+02	-6.766740e+02	1.225e-01	0.000e+00
3.078e+00	-6.765e+02	-6.766846e+02	1.293e-01	0.000e+00
3.082e+00	-6.765e+02	-6.766983e+02	1.380e-01	0.000e+00
3.086e+00	-6.765e+02	-6.767136e+02	1.478e-01	0.000e+00
3.090e+00	-6.765e+02	-6.767283e+02	1.572e-01	0.000e+00
3.094e+00	-6.765e+02	-6.767399e+02	1.647e-01	0.000e+00
3.098e+00	-6.765e+02	-6.767460e+02	1.685e-01	0.000e+00
3.102e+00	-6.765e+02	-6.767448e+02	1.678e-01	0.000e+00
3.106e+00	-6.765e+02	-6.767360e+02	1.621e-01	0.000e+00
3.110e+00	-6.765e+02	-6.767204e+02	1.521e-01	0.000e+00
3.114e+00	-6.765e+02	-6.767005e+02	1.394e-01	0.000e+00
3.118e+00	-6.765e+02	-6.766798e+02	1.262e-01	0.000e+00
3.122e+00	-6.765e+02	-6.766621e+02	1.148e-01	0.000e+00
3.126e+00	-6.765e+02	-6.766508e+02	1.076e-01	0.000e+00
3.130e+00	-6.765e+02	-6.766480e+02	1.058e-01	0.000e+00
3.134e+00	-6.765e+02	-6.766542e+02	1.098e-01	0.000e+00
3.138e+00	-6.765e+02	-6.766680e+02	1.186e-01	0.000e+00
3.142e+00	-6.765e+02	-6.766864e+02	1.304e-01	0.000e+00
3.146e+00	-6.765e+02	-6.767054e+02	1.425e-01	0.000e+00
3.150e+00	-6.765e+02	-6.767207e+02	1.523e-01	0.000e+00
3.154e+00	-6.765e+02	-6.767289e+02	1.575e-01	0.000e+00
3.158e+00	-6.765e+02	-6.767277e+02	1.568e-01	0.000e+00
3.162e+00	-6.765e+02	-6.767172e+02	1.501e-01	0.000e+00
3.166e+00	-6.765e+02	-6.766991e+02	1.385e-01	0.000e+00
3.170e+00	-6.765e+02	-6.766770e+02	1.244e-01	0.000e+00
3.174e+00	-6.765e+02	-6.766557e+02	1.108e-01	0.000e+00
3.178e+00	-6.765e+02	-6.766400e+02	1.007e-01	0.000e+00
3.182e+00	-6.765e+02	-6.766338e+02	9.673e-02	0.000e+00
3.186e+00	-6.765e+02	-6.766392e+02	1.002e-01	0.000e+00
3.190e+00	-6.765e+02	-6.766559e+02	1.109e-01	0.000e+00
3.194e+00	-6.765e+02	-6.766811e+02	1.270e-01	0.000e+00
3.198e+00	-6.765e+02	-6.767097e+02	1.453e-01	0.000e+00
3.202e+00	-6.765e+02	-6.767358e+02	1.620e-01	0.000e+00
3.206e+00	-6.765e+02	-6.767533e+02	1.732e-01	0.000e+00
3.210e+00	-6.765e+02	-6.767578e+02	1.760e-01	0.000e+00
3.214e+00	-6.765e+02	-6.767474e+02	1.694e-01	0.000e+00
3.218e+00	-6.765e+02	-6.767234e+02	1.540e-01	0.000e+00
3.222e+00	-6.765e+02	-6.766900e+02	1.327e-01	0.000e+00
3.226e+00	-6.765e+02	-6.766536e+02	1.093e-01	0.000e+00
3.230e+00	-6.765e+02	-6.766215e+02	8.882e-02	0.000e+00
3.234e+00	-6.765e+02	-6.766005e+02	7.542e-02	0.000e+00
3.238e+00	-6.765e+02	-6.765955e+02	7.221e-02	0.000e+00
3.242e+00	-6.765e+02	-6.766081e+02	8.030e-02	0.000e+00
3.246e+00	-6.765e+02	-6.766368e+02	9.865e-02	0.000e+00
3.250e+00	-6.765e+02	-6.766767e+02	1.242e-01	0.000e+00
3.254e+00	-6.765e+02	-6.767208e+02	1.524e-01	0.000e+00
3.258e+00	-6.765e+02	-6.767611e+02	1.782e-01	0.000e+00
3.262e+00	-6.765e+02	-6.767905e+02	1.970e-01	0.000e+00
3.266e+00	-6.765e+02	-6.768035e+02	2.053e-01	0.000e+00
3.270e+00	-6.765e+02	-6.767980e+02	2.018e-01	0.000e+00
3.274e+00	-6.765e+02	-6.767751e+02	1.872e-01	0.000e+00
3.278e+00	-6.765e+02	-6.767393e+02	1.643e-01	0.000e+00
3.282e+00	-6.765e+02	-6.766974e+02	1.375e-01	0.000e+00
3.286e+00	-6.765e+02	-6.766574e+02	1.118e-01	0.000e+00
3.290e+00	-6.765e+02	-6.766264e+02	9.200e-02	0.000e+00
3.294e+00	-6.765e+02	-6.766098e+02	8.137e-02	0.000e+00
3.298e+00	-6.765e+02	-6.766098e+02	8.137e-02	0.000e+00
3.302e+00	-6.765e+02	-6.766252e+02	9.124e-02	0.000e+00
3.306e+00	-6.765e+02	-6.766518e+02	1.082e-01	0.000e+00
3.310e+00	-6.765e+02	-6.766832e+02	1.283e-01	0.000e+00
3.314e+00	-6.765e+02	-6.767123e+02	1.469e-01	0.000e+00
3.318e+00	-6.765e+02	-6.767332e+02	1.603e-01	0.000e+00
3.322e+00	-6.765e+02	-6.767419e+02	1.659e-01	0.000e+00
3.326e+00	-6.765e+02	-6.767375e+02	1.631e-01	0.000e+00
3.330e+00	-6.765e+02	-6.767221e+02	1.532e-01	0.000e+00
3.334e+00	-6.765e+02	-6.767002e+02	1.392e-01	0.000e+00
3.338e+00	-6.765e+02	-6.766777e+02	1.248e-01	0.000e+00
3.342e+00	-6.765e+02	-6.766604e+02	1.138e-01	0.000e+00
3.346e+00	-6.765e+02	-6.766529e+02	1.090e-01	0.000e+00
3.350e+00	-6.765e+02	-6.766573e+02	1.118e-01	0.000e+00
3.354e+00	-6.765e+02	-6.766731e+02	1.219e-01	0.000e+00
3.358e+00	-6.765e+02	-6.766969e+02	1.371e-01	0.000e+00
3.362e+00	-6.765e+02	-6.767236e+02	1.542e-01	0.000e+00
3.366e+00	-6.765e+02	-6.767470e+02	1.692e-01	0.000e+00
3.370e+00	-6.765e+02	-6.767618e+02	1.787e-01	0.000e+00
3.374e+00	-6.765e+02	-6.767640e+02	1.801e-01	0.000e+00
3.378e+00	-6.765e+02	-6.767523e+02	1.726e-01	0.000e+00
3.382e+00	-6.765e+02	-6.767281e+02	1.571e-01	0.000e+00
3.386e+00	-6.765e+02	-6.766952e+02	1.360e-01	0.000e+00
3.390e+00	-6.765e+02	-6.766592e+02	1.130e-01	0.000e+00
3.394e+00	-6.765e+02	-6.766264e+02	9.194e-02	0.000e+00
3.398e+00	-6.765e+02	-6.766022e+02	7.649e-02	0.000e+00
3.402e+00	-6.765e+02	-6.765908e+02	6.919e-02	0.000e+00
3.406e+00	-6.765e+02	-6.765938e+02	7.107e-02	0.000e+00
3.410e+00	-6.765e+02	-6.766101e+02	8.150e-02	0.000e+00
3.414e+00	-6.765e+02	-6.766365e+02	9.839e-02	0.000e+00
3.418e+00	-6.765e+02	-6.766681e+02	1.186e-01	0.000e+00
3.422e+00	-6.765e+02	-6.766994e+02	1.387e-01	0.000e+00
3.426e+00	-6.765e+02	-6.767256e+02	1.555e-01	0.000e+00
3.430e+00	-6.765e+02	-6.767431e+02	1.666e-01	0.000e+00
3.434e+00	-6.765e+02	-6.767502e+02	1.712e-01	0.000e+00
3.438e+00	-6.765e+02	-6.767476e+02	1.696e-01	0.000e+00
3.442e+00	-6.765e+02	-6.767376e+02	1.632e-01	0.000e+00
3.446e+00	-6.765e+02	-6.767240e+02	1.545e-01	0.000e+00
3.450e+00	-6.765e+02	-6.767109e+02	1.462e-01	0.000e+00
3.454e+00	-6.765e+02	-6.767019e+02	1.404e-01	0.000e+00
3.458e+00	-6.765e+02	-6.766992e+02	1.387e-01	0.000e+00
3.462e+00	-6.765e+02	-6.767032e+02	1.412e-01	0.000e+00
3.466e+00	-6.765e+02	-6.767124e+02	1.471e-01	0.000e+00
3.470e+00	-6.765e+02	-6.767235e+02	1.541e-01	0.000e+00
3.474e+00	-6.765e+02	-6.767323e+02	1.598e-01	0.000e+00
3.478e+00	-6.765e+02	-6.767348e+02	1.613e-01	0.000e+00
3.482e+00	-6.765e+02	-6.767281e+02	1.570e-01	0.000e+00
3.486e+00	-6.765e+02	-6.767111e+02	1.461e-01	0.000e+00
3.490e+00	-6.765e+02	-6.766852e+02	1.295e-01	0.000e+00
3.494e+00	-6.765e+02	-6.766540e+02	1.096e-01	0.000e+00
3.498e+00	-6.765e+02	-6.766227e+02	8.957e-02	0.000e+00
3.502e+00	-6.765e+02	-6.765971e+02	7.314e-02	0.000e+00
3.506e+00	-6.765e+02	-6.765820e+02	6.352e-02	0.000e+00
3.510e+00	-6.765e+02	-6.765808e+02	6.276e-02	0.000e+00
3.514e+00	-6.765e+02	-6.765942e+02	7.130e-02	0.000e+00
3.518e+00	-6.765e+02	-6.766200e+02	8.784e-02	0.000e+00
3.522e+00	-6.765e+02	-6.766541e+02	1.096e-01	0.000e+00
3.526e+00	-6.765e+02	-6.766908e+02	1.332e-01	0.000e+00
3.530e+00	-6.765e+02	-6.767245e+02	1.547e-01	0.000e+00
3.534e+00	-6.765e+02	-6.767506e+02	1.715e-01	0.000e+00
3.538e+00	-6.765e+02	-6.767664e+02	1.816e-01	0.000e+00
3.542e+00	-6.765e+02	-6.767714e+02	1.848e-01	0.000e+00
3.546e+00	-6.765e+02	-6.767675e+02	1.823e-01	0.000e+00
3.550e+00	-6.765e+02	-6.767577e+02	1.761e-01	0.000e+00
3.554e+00	-6.765e+02	-6.767460e+02	1.687e-01	0.000e+00
3.558e+00	-6.765e+02	-6.767358e+02	1.621e-01	0.000e+00
3.562e+00	-6.765e+02	-6.767293e+02	1.580e-01	0.000e+00
3.566e+00	-6.765e+02	-6.767271e+02	1.565e-01	0.000e+00
3.570e+00	-6.765e+02	-6.767280e+02	1.571e-01	0.000e+00
3.574e+00	-6.765e+02	-6.767294e+02	1.579e-01	0.000e+00
3.578e+00	-6.765e+02	-6.767282e+02	1.571e-01	0.000e+00
3.582e+00	-6.765e+02	-6.767216e+02	1.529e-01	0.000e+00
3.586e+00	-6.765e+02	-6.767081e+02	1.442e-01	0.000e+00
3.590e+00	-6.765e+02	-6.766879e+02	1.313e-01	0.000e+00
3.594e+00	-6.765e+02	-6.766630e+02	1.154e-01	0.000e+00
3.598e+00	-6.765e+02	-6.766370e+02	9.872e-02	0.000e+00
3.602e+00	-6.765e+02	-6.766141e+02	8.407e-02	0.000e+00
3.606e+00	-6.765e+02	-6.765984e+02	7.402e-02	0.000e+00
3.610e+00	-6.765e+02	-6.765928e+02	7.043e-02	0.000e+00
3.614e+00	-6.765e+02	-6.765985e+02	7.407e-02	0.000e+00
3.618e+00	-6.765e+02	-6.766147e+02	8.442e-02	0.000e+00
3.622e+00	-6.765e+02	-6.766388e+02	9.984e-02	0.000e+00
3.626e+00	-6.765e+02	-6.766669e+02	1.179e-01	0.000e+00
3.630e+00	-6.765e+02	-6.766949e+02	1.358e-01	0.000e+00
3.634e+00	-6.765e+02	-6.767186e+02	1.510e-01	0.000e+00
3.638e+00	-6.765e+02	-6.767351e+02	1.616e-01	0.000e+00
3.642e+00	-6.765e+02	-6.767429e+02	1.666e-01	0.000e+00
3.646e+00	-6.765e+02	-6.767422e+02	1.661e-01	0.000e+00
3.650e+00	-6.765e+02	-6.767345e+02	1.612e-01	0.000e+00
3.654e+00	-6.765e+02	-6.767226e+02	1.536e-01	0.000e+00
3.658e+00	-6.765e+02	-6.767100e+02	1.455e-01	0.000e+00
3.662e+00	-6.765e+02	-6.766998e+02	1.391e-01	0.000e+00
3.666e+00	-6.765e+02	-6.766948e+02	1.358e-01	0.000e+00
3.670e+00	-6.765e+02	-6.766960e+02	1.366e-01	0.000e+00
3.674e+00	-6.765e+02	-6.767030e+02	1.411e-01	0.000e+00
3.678e+00	-6.765e+02	-6.767139e+02	1.481e-01	0.000e+00
3.682e+00	-6.765e+02	-6.767254e+02	1.554e-01	0.000e+00
3.686e+00	-6.765e+02	-6.767336e+02	1.606e-01	0.000e+00
3.690e+00	-6.765e+02	-6.767351e+02	1.616e-01	0.000e+00
3.694e+00	-6.765e+02	-6.767279e+02	1.569e-01	0.000e+00
3.698e+00	-6.765e+02	-6.767115e+02	1.464e-01	0.000e+00
3.702e+00	-6.765e+02	-6.766879e+02	1.313e-01	0.000e+00
3.706e+00	-6.765e+02	-6.766608e+02	1.139e-01	0.000e+00
3.710e+00	-6.765e+02	-6.766349e+02	9.736e-02	0.000e+00
3.714e+00	-6.765e+02	-6.766150e+02	8.467e-02	0.000e+00
3.718e+00	-6.765e+02	-6.766052e+02	7.835e-02	0.000e+00
3.722e+00	-6.765e+02	-6.766073e+02	7.974e-02	0.000e+00
3.726e+00	-6.765e+02	-6.766214e+02	8.873e-02	0.000e+00
3.730e+00	-6.765e+02	-6.766449e+02	1.038e-01	0.000e+00
3.734e+00	-6.765e+02	-6.766741e+02	1.225e-01	0.000e+00
3.738e+00	-6.765e+02	-6.767039e+02	1.416e-01	0.000e+00
3.742e+00	-6.765e+02	-6.767299e+02	1.582e-01	0.000e+00
3.746e+00	-6.765e+02	-6.767481e+02	1.699e-01	0.000e+00
3.750e+00	-6.765e+02	-6.767565e+02	1.753e-01	0.000e+00
3.754e+00	-6.765e+02	-6.767545e+02	1.740e-01	0.000e+00
3.758e+00	-6.765e+02	-6.767433e+02	1.668e-01	0.000e+00
3.762e+00	-6.765e+02	-6.767256e+02	1.555e-01	0.000e+00
3.766e+00	-6.765e+02	-6.767048e+02	1.422e-01	0.000e+00
3.770e+00	-6.765e+02	-6.766846e+02	1.293e-01	0.000e+00
3.774e+00	-6.765e+02	-6.766684e+02	1.189e-01	0.000e+00
3.778e+00	-6.765e+02	-6.766588e+02	1.128e-01	0.000e+00
3.782e+00	-6.765e+02	-6.766572e+02	1.117e-01	0.000e+00
3.786e+00	-6.765e+02	-6.766633e+02	1.156e-01	0.000e+00
3.790e+00	-6.765e+02	-6.766758e+02	1.236e-01	0.000e+00
3.794e+00	-6.765e+02	-6.766919e+02	1.339e-01	0.000e+00
3.798e+00	-6.765e+02	-6.767082e+02	1.444e-01	0.000e+00
3.802e+00	-6.765e+02	-6.767216e+02	1.529e-01	0.000e+00
3.806e+00	-6.765e+02	-6.767291e+02	1.577e-01	0.000e+00
3.810e+00	-6.765e+02	-6.767293e+02	1.578e-01	0.000e+00
3.814e+00	-6.765e+02	-6.767219e+02	1.531e-01	0.000e+00
3.818e+00	-6.765e+02	-6.767081e+02	1.443e-01	0.000e+00
3.822e+00	-6.765e+02	-6.766903e+02	1.329e-01	0.000e+00
3.826e+00	-6.765e+02	-6.766716e+02	1.209e-01	0.000e+00
3.830e+00	-6.765e+02	-6.766553e+02	1.105e-01	0.000e+00
3.834e+00	-6.765e+02	-6.766442e+02	1.034e-01	0.000e+00
3.838e+00	-6.765e+02	-6.766404e+02	1.010e-01	0.000e+00
3.842e+00	-6.765e+02	-6.766449e+02	1.038e-01	0.000e+00
3.846e+00	-6.765e+02	-6.766571e+02	1.116e-01	0.000e+00
3.850e+00	-6.765e+02	-6.766754e+02	1.233e-01	0.000e+00
3.854e+00	-6.765e+02	-6.766968e+02	1.371e-01	0.000e+00
3.858e+00	-6.765e+02	-6.767180e+02	1.506e-01	0.000e+00
3.862e+00	-6.765e+02	-6.767353e+02	1.617e-01	0.000e+00
3.866e+00	-6.765e+02	-6.767455e+02	1.682e-01	0.000e+00
3.870e+00	-6.765e+02	-6.767468e+02	1.690e-01	0.000e+00
3.874e+00	-6.765e+02	-6.767385e+02	1.637e-01	0.000e+00
3.878e+00	-6.765e+02	-6.767220e+02	1.532e-01	0.000e+00
3.882e+00	-6.765e+02	-6.767001e+02	1.392e-01	0.000e+00
3.886e+00	-6.765e+02	-6.766770e+02	1.244e-01	0.000e+00
3.890e+00	-6.765e+02	-6.766572e+02	1.117e-01	0.000e+00
3.894e+00	-6.765e+02	-6.766447e+02	1.037e-01	0.000e+00
3.898e+00	-6.765e+02	-6.766422e+02	1.021e-01	0.000e+00
3.902e+00	-6.765e+02	-6.766502e+02	1.072e-01	0.000e+00
3.906e+00	-6.765e+02	-6.766671e+02	1.180e-01	0.000e+00
3.910e+00	-6.765e+02	-6.766893e+02	1.322e-01	0.000e+00
3.914e+00	-6.765e+02	-6.767120e+02	1.468e-01	0.000e+00
3.918e+00	-6.765e+02	-6.767302e+02	1.584e-01	0.000e+00
3.922e+00	-6.765e+02	-6.767396e+02	1.644e-01	0.000e+00
3.926e+00	-6.765e+02	-6.767377e+02	1.632e-01	0.000e+00
3.930e+00	-6.765e+02	-6.767244e+02	1.547e-01	0.000e+00
3.934e+00	-6.765e+02	-6.767020e+02	1.403e-01	0.000e+00
3.938e+00	-6.765e+02	-6.766747e+02	1.229e-01	0.000e+00
3.942e+00	-6.765e+02	-6.766481e+02	1.059e-01	0.000e+00
3.946e+00	-6.765e+02	-6.766280e+02	9.300e-02	0.000e+00
3.950e+00	-6.765e+02	-6.766190e+02	8.724e-02	0.000e+00
3.954e+00	-6.765e+02	-6.766236e+02	9.024e-02	0.000e+00
3.958e+00	-6.765e+02	-6.766418e+02	1.019e-01	0.000e+00
3.962e+00	-6.765e+02	-6.766704e+02	1.202e-01	0.000e+00
3.966e+00	-6.765e+02	-6.767040e+02	1.417e-01	0.000e+00
3.970e+00	-6.765e+02	-6.767360e+02	1.621e-01	0.000e+00
3.974e+00	-6.765e+02	-6.767601e+02	1.775e-01	0.000e+00
3.978e+00	-6.765e+02	-6.767713e+02	1.847e-01	0.000e+00
3.982e+00	-6.765e+02	-6.767678e+02	1.825e-01	0.000e+00
3.986e+00	-6.765e+02	-6.767504e+02	1.714e-01	0.000e+00
3.990e+00	-6.765e+02	-6.767232e+02	1.540e-01	0.000e+00
3.994e+00	-6.765e+02	-6.766920e+02	1.340e-01	0.000e+00
3.998e+00	-6.765e+02	-6.766631e+02	1.155e-01	0.000e+00
4.002e+00	-6.765e+02	-6.766422e+02	1.021e-01	0.000e+00
4.006e+00	-6.765e+02	-6.766329e+02	9.616e-02	0.000e+00
4.010e+00	-6.765e+02	-6.766364e+02	9.840e-02	0.000e+00
4.014e+00	-6.765e+02	-6.766511e+02	1.078e-01	0.000e+00
4.018e+00	-6.765e+02	-6.766732e+02	1.219e-01	0.000e+00
4.022e+00	-6.765e+02	-6.766977e+02	1.376e-01	0.000e+00
4.026e+00	-6.765e+02	-6.767192e+02	1.513e-01	0.000e+00
4.030e+00	-6.765e+02	-6.767332e+02	1.603e-01	0.000e+00
4.034e+00	-6.765e+02	-6.767369e+02	1.627e-01	0.000e+00
4.038e+00	-6.765e+02	-6.767297e+02	1.581e-01	0.000e+00
4.042e+00	-6.765e+02	-6.767130e+02	1.474e-01	0.000e+00
4.046e+00	-6.765e+02	-6.766905e+02	1.330e-01	0.000e+00
4.050e+00	-6.765e+02	-6.766667e+02	1.177e-01	0.000e+00
4.054e+00	-6.765e+02	-6.766465e+02	1.049e-01	0.000e+00
4.058e+00	-6.765e+02	-6.766343e+02	9.704e-02	0.000e+00
4.062e+00	-6.765e+02	-6.766327e+02	9.602e-02	0.000e+00
4.066e+00	-6.765e+02	-6.766423e+02	1.022e-01	0.000e+00
4.070e+00	-6.765e+02	-6.766613e+02	1.143e-01	0.000e+00
4.074e+00	-6.765e+02	-6.766861e+02	1.302e-01	0.000e+00
4.078e+00	-6.765e+02	-6.767119e+02	1.467e-01	0.000e+00
4.082e+00	-6.765e+02	-6.767336e+02	1.606e-01	0.000e+00
4.086e+00	-6.765e+02	-6.767474e+02	1.694e-01	0.000e+00
4.090e+00	-6.765e+02	-6.767509e+02	1.717e-01	0.000e+00
4.094e+00	-6.765e+02	-6.767442e+02	1.674e-01	0.000e+00
4.098e+00	-6.765e+02	-6.767293e+02	1.579e-01	0.000e+00
4.102e+00	-6.765e+02	-6.767098e+02	1.454e-01	0.000e+00
4.106e+00	-6.765e+02	-6.766897e+02	1.325e-01	0.000e+00
4.110e+00	-6.765e+02	-6.766730e+02	1.218e-01	0.000e+00
4.114e+00	-6.765e+02	-6.766624e+02	1.151e-01	0.000e+00
4.118e+00	-6.765e+02	-6.766593e+02	1.130e-01	0.000e+00
4.122e+00	-6.765e+02	-6.766635e+02	1.157e-01	0.000e+00
4.126e+00	-6.765e+02	-6.766734e+02	1.221e-01	0.000e+00
4.130e+00	-6.765e+02	-6.766868e+02	1.306e-01	0.000e+00
4.134e+00	-6.765e+02	-6.767008e+02	1.396e-01	0.000e+00
4.138e+00	-6.765e+02	-6.767126e+02	1.471e-01	0.000e+00
4.142e+00	-6.765e+02	-6.767201e+02	1.519e-01	0.000e+00
4.146e+00	-6.765e+02	-6.767218e+02	1.530e-01	0.000e+00
4.150e+00	-6.765e+02	-6.767175e+02	1.503e-01	0.000e+00
4.154e+00	-6.765e+02	-6.767081e+02	1.443e-01	0.000e+00
4.158e+00	-6.765e+02	-6.766954e+02	1.361e-01	0.000e+00
4.162e+00	-6.765e+02	-6.766818e+02	1.274e-01	0.000e+00
4.166e+00	-6.765e+02	-6.766701e+02	1.199e-01	0.000e+00
4.170e+00	-6.765e+02	-6.766625e+02	1.151e-01	0.000e+00
4.174e+00	-6.765e+02	-6.766604e+02	1.137e-01	0.000e+00
4.178e+00	-6.765e+02	-6.766638e+02	1.159e-01	0.000e+00
4.182e+00	-6.765e+02	-6.766716e+02	1.209e-01	0.000e+00
4.186e+00	-6.765e+02	-6.766816e+02	1.273e-01	0.000e+00
4.190e+00	-6.765e+02	-6.766909e+02	1.332e-01	0.000e+00
4.194e+00	-6.765e+02	-6.766972e+02	1.372e-01	0.000e+00
4.198e+00	-6.765e+02	-6.766989e+02	1.383e-01	0.000e+00
4.202e+00	-6.765e+02	-6.766959e+02	1.364e-01	0.000e+00
4.206e+00	-6.765e+02	-6.766893e+02	1.322e-01	0.000e+00
4.210e+00	-6.765e+02	-6.766815e+02	1.273e-01	0.000e+00
4.214e+00	-6.765e+02	-6.766751e+02	1.232e-01	0.000e+00
4.218e+00	-6.765e+02	-6.766725e+02	1.215e-01	0.000e+00
4.222e+00	-6.765e+02	-6.766752e+02	1.232e-01	0.000e+00
4.226e+00	-6.765e+02	-6.766833e+02	1.284e-01	0.000e+00
4.230e+00	-6.765e+02	-6.766957e+02	1.364e-01	0.000e+00
4.234e+00	-6.765e+02	-6.767102e+02	1.457e-01	0.000e+00
4.238e+00	-6.765e+02	-6.767239e+02	1.544e-01	0.000e+00
4.242e+00	-6.765e+02	-6.767341e+02	1.609e-01	0.000e+00
4.246e+00	-6.765e+02	-6.767384e+02	1.637e-01	0.000e+00
4.250e+00	-6.765e+02	-6.767356e+02	1.619e-01	0.000e+00
4.254e+00	-6.765e+02	-6.767259e+02	1.557e-01	0.000e+00
4.258e+00	-6.765e+02	-6.767107e+02	1.459e-01	0.000e+00
4.262e+00	-6.765e+02	-6.766924e+02	1.342e-01	0.000e+00
4.266e+00	-6.765e+02	-6.766741e+02	1.225e-01	0.000e+00
4.270e+00	-6.765e+02	-6.766590e+02	1.128e-01	0.000e+00
4.274e+00	-6.765e+02	-6.766495e+02	1.068e-01	0.000e+00
4.278e+00	-6.765e+02	-6.766471e+02	1.052e-01	0.000e+00
4.282e+00	-6.765e+02	-6.766518e+02	1.082e-01	0.000e+00
4.286e+00	-6.765e+02	-6.766620e+02	1.147e-01	0.000e+00
4.290e+00	-6.765e+02	-6.766753e+02	1.232e-01	0.000e+00
4.294e+00	-6.765e+02	-6.766883e+02	1.315e-01	0.000e+00
4.298e+00	-6.765e+02	-6.766979e+02	1.377e-01	0.000e+00
4.302e+00	-6.765e+02	-6.767020e+02	1.403e-01	0.000e+00
4.306e+00	-6.765e+02	-6.766996e+02	1.388e-01	0.000e+00
4.310e+00	-6.765e+02	-6.766915e+02	1.336e-01	0.000e+00
4.314e+00	-6.765e+02	-6.766800e+02	1.263e-01	0.000e+00
4.318e+00	-6.765e+02	-6.766685e+02	1.189e-01	0.000e+00
4.322e+00	-6.765e+02	-6.766606e+02	1.139e-01	0.000e+00
4.326e+00	-6.765e+02	-6.766591e+02	1.130e-01	0.000e+00
4.330e+00	-6.765e+02	-6.766659e+02	1.173e-01	0.000e+00
4.334e+00	-6.765e+02	-6.766806e+02	1.267e-01	0.000e+00
4.338e+00	-6.765e+02	-6.767014e+02	1.400e-01	0.000e+00
4.342e+00	-6.765e+02	-6.767248e+02	1.550e-01	0.000e+00
4.346e+00	-6.765e+02	-6.767465e+02	1.689e-01	0.000e+00
4.350e+00	-6.765e+02	-6.767622e+02	1.789e-01	0.000e+00
4.354e+00	-6.765e+02	-6.767686e+02	1.830e-01	0.000e+00
4.358e+00	-6.765e+02	-6.767638e+02	1.799e-01	0.000e+00
4.362e+00	-6.765e+02	-6.767481e+02	1.699e-01	0.000e+00
4.366e+00	-6.765e+02	-6.767239e+02	1.544e-01	0.000e+00
4.370e+00	-6.765e+02	-6.766949e+02	1.359e-01	0.000e+00
4.374e+00	-6.765e+02	-6.766662e+02	1.175e-01	0.000e+00
4.378e+00	-6.765e+02	-6.766426e+02	1.023e-01	0.000e+00
4.382e+00	-6.765e+02	-6.766280e+02	9.303e-02	0.000e+00
4.386e+00	-6.765e+02	-6.766250e+02	9.107e-02	0.000e+00
4.390e+00	-6.765e+02	-6.766335e+02	9.653e-02	0.000e+00
4.394e+00	-6.765e+02	-6.766516e+02	1.081e-01	0.000e+00
4.398e+00	-6.765e+02	-6.766751e+02	1.231e-01	0.000e+00
4.402e+00	-6.765e+02	-6.766989e+02	1.384e-01	0.000e+00
4.406e+00	-6.765e+02	-6.767181e+02	1.506e-01	0.000e+00
4.410e+00	-6.765e+02	-6.767284e+02	1.572e-01	0.000e+00
