t	H	V	T	P
1.470e+00	-6.765e+02	-6.767230e+02	1.538e-01	0.000e+00
1.474e+00	-6.765e+02	-6.767026e+02	1.408e-01	0.000e+00
1.478e+00	-6.765e+02	-6.766832e+02	1.284e-01	0.000e+00
1.482e+00	-6.765e+02	-6.766679e+02	1.185e-01	0.000e+00
1.486e+00	-6.765e+02	-6.766584e+02	1.125e-01	0.000e+00
1.490e+00	-6.765e+02	-6.766554e+02	1.105e-01	0.000e+00
1.494e+00	-6.765e+02	-6.766583e+02	1.124e-01	0.000e+00
1.498e+00	-6.765e+02	-6.766652e+02	1.168e-01	0.000e+00
1.502e+00	-6.765e+02	-6.766739e+02	1.224e-01	0.000e+00
1.506e+00	-6.765e+02	-6.766821e+02	1.276e-01	0.000e+00
1.510e+00	-6.765e+02	-6.766878e+02	1.312e-01	0.000e+00
1.514e+00	-6.765e+02	-6.766900e+02	1.327e-01	0.000e+00
1.518e+00	-6.765e+02	-6.766889e+02	1.319e-01	0.000e+00
1.522e+00	-6.765e+02	-6.766853e+02	1.297e-01	0.000e+00
1.526e+00	-6.765e+02	-6.766811e+02	1.270e-01	0.000e+00
1.530e+00	-6.765e+02	-6.766779e+02	1.250e-01	0.000e+00
1.534e+00	-6.765e+02	-6.766775e+02	1.247e-01	0.000e+00
1.538e+00	-6.765e+02	-6.766807e+02	1.267e-01	0.000e+00
1.542e+00	-6.765e+02	-6.766874e+02	1.311e-01	0.000e+00
1.546e+00	-6.765e+02	-6.766969e+02	1.371e-01	0.000e+00
1.550e+00	-6.765e+02	-6.767075e+02	1.439e-01	0.000e+00
1.554e+00	-6.765e+02	-6.767173e+02	1.502e-01	0.000e+00
1.558e+00	-6.765e+02	-6.767247e+02	1.549e-01	0.000e+00
1.562e+00	-6.765e+02	-6.767283e+02	1.572e-01	0.000e+00
1.566e+00	-6.765e+02	-6.767276e+02	1.568e-01	0.000e+00
1.570e+00	-6.765e+02	-6.767225e+02	1.535e-01	0.000e+00
1.574e+00	-6.765e+02	-6.767138e+02	1.479e-01	0.000e+00
1.578e+00	-6.765e+02	-6.767026e+02	1.408e-01	0.000e+00
1.582e+00	-6.765e+02	-6.766904e+02	1.329e-01	0.000e+00
1.586e+00	-6.765e+02	-6.766784e+02	1.252e-01	0.000e+00
1.590e+00	-6.765e+02	-6.766678e+02	1.185e-01	0.000e+00
1.594e+00	-6.765e+02	-6.766596e+02	1.132e-01	0.000e+00
1.598e+00	-6.765e+02	-6.766545e+02	1.099e-01	0.000e+00
1.602e+00	-6.765e+02	-6.766526e+02	1.087e-01	0.000e+00
1.606e+00	-6.765e+02	-6.766538e+02	1.095e-01	0.000e+00
1.610e+00	-6.765e+02	-6.766578e+02	1.120e-01	0.000e+00
1.614e+00	-6.765e+02	-6.766637e+02	1.158e-01	0.000e+00
1.618e+00	-6.765e+02	-6.766705e+02	1.202e-01	0.000e+00
1.622e+00	-6.765e+02	-6.766775e+02	1.247e-01	0.000e+00
1.626e+00	-6.765e+02	-6.766838e+02	1.287e-01	0.000e+00
1.630e+00	-6.765e+02	-6.766890e+02	1.320e-01	0.000e+00
1.634e+00	-6.765e+02	-6.766931e+02	1.347e-01	0.000e+00
1.638e+00	-6.765e+02	-6.766967e+02	1.370e-01	0.000e+00
1.642e+00	-6.765e+02	-6.767003e+02	1.393e-01	0.000e+00
1.646e+00	-6.765e+02	-6.767048e+02	1.422e-01	0.000e+00
1.650e+00	-6.765e+02	-6.767105e+02	1.459e-01	0.000e+00
1.654e+00	-6.765e+02	-6.767173e+02	1.502e-01	0.000e+00
1.658e+00	-6.765e+02	-6.767246e+02	1.549e-01	0.000e+00
1.662e+00	-6.765e+02	-6.767309e+02	1.589e-01	0.000e+00
1.666e+00	-6.765e+02	-6.767346e+02	1.613e-01	0.000e+00
1.670e+00	-6.765e+02	-6.767343e+02	1.611e-01	0.000e+00
1.674e+00	-6.765e+02	-6.767290e+02	1.576e-01	0.000e+00
1.678e+00	-6.765e+02	-6.767185e+02	1.510e-01	0.000e+00
1.682e+00	-6.765e+02	-6.767040e+02	1.417e-01	0.000e+00
1.686e+00	-6.765e+02	-6.766873e+02	1.310e-01	0.000e+00
1.690e+00	-6.765e+02	-6.766711e+02	1.206e-01	0.000e+00
1.694e+00	-6.765e+02	-6.766580e+02	1.122e-01	0.000e+00
1.698e+00	-6.765e+02	-6.766502e+02	1.072e-01	0.000e+00
1.702e+00	-6.765e+02	-6.766487e+02	1.063e-01	0.000e+00
1.706e+00	-6.765e+02	-6.766535e+02	1.093e-01	0.000e+00
1.710e+00	-6.765e+02	-6.766630e+02	1.154e-01	0.000e+00
1.714e+00	-6.765e+02	-6.766749e+02	1.230e-01	0.000e+00
1.718e+00	-6.765e+02	-6.766862e+02	1.302e-01	0.000e+00
1.722e+00	-6.765e+02	-6.766945e+02	1.355e-01	0.000e+00
1.726e+00	-6.765e+02	-6.766980e+02	1.378e-01	0.000e+00
1.730e+00	-6.765e+02	-6.766963e+02	1.367e-01	0.000e+00
1.734e+00	-6.765e+02	-6.766906e+02	1.331e-01	0.000e+00
1.738e+00	-6.765e+02	-6.766831e+02	1.283e-01	0.000e+00
1.742e+00	-6.765e+02	-6.766767e+02	1.242e-01	0.000e+00
1.746e+00	-6.765e+02	-6.766741e+02	1.226e-01	0.000e+00
1.750e+00	-6.765e+02	-6.766775e+02	1.247e-01	0.000e+00
1.754e+00	-6.765e+02	-6.766874e+02	1.311e-01	0.000e+00
1.758e+00	-6.765e+02	-6.767028e+02	1.409e-01	0.000e+00
1.762e+00	-6.765e+02	-6.767211e+02	1.526e-01	0.000e+00
1.766e+00	-6.765e+02	-6.767387e+02	1.639e-01	0.000e+00
1.770e+00	-6.765e+02	-6.767517e+02	1.722e-01	0.000e+00
1.774e+00	-6.765e+02	-6.767568e+02	1.754e-01	0.000e+00
1.778e+00	-6.765e+02	-6.767519e+02	1.723e-01	0.000e+00
1.782e+00	-6.765e+02	-6.767369e+02	1.627e-01	0.000e+00
1.786e+00	-6.765e+02	-6.767136e+02	1.478e-01	0.000e+00
1.790e+00	-6.765e+02	-6.766856e+02	1.299e-01	0.000e+00
1.794e+00	-6.765e+02	-6.766575e+02	1.119e-01	0.000e+00
1.798e+00	-6.765e+02	-6.766341e+02	9.691e-02	0.000e+00
1.802e+00	-6.765e+02	-6.766195e+02	8.759e-02	0.000e+00
1.806e+00	-6.765e+02	-6.766164e+02	8.557e-02	0.000e+00
1.810e+00	-6.765e+02	-6.766252e+02	9.120e-02	0.000e+00
1.814e+00	-6.765e+02	-6.766443e+02	1.034e-01	0.000e+00
1.818e+00	-6.765e+02	-6.766700e+02	1.199e-01	0.000e+00
1.822e+00	-6.765e+02	-6.766976e+02	1.375e-01	0.000e+00
1.826e+00	-6.765e+02	-6.767218e+02	1.530e-01	0.000e+00
1.830e+00	-6.765e+02	-6.767382e+02	1.635e-01	0.000e+00
1.834e+00	-6.765e+02	-6.767437e+02	1.670e-01	0.000e+00
1.838e+00	-6.765e+02	-6.767378e+02	1.633e-01	0.000e+00
1.842e+00	-6.765e+02	-6.767221e+02	1.532e-01	0.000e+00
1.846e+00	-6.765e+02	-6.767005e+02	1.394e-01	0.000e+00
1.850e+00	-6.765e+02	-6.766777e+02	1.248e-01	0.000e+00
1.854e+00	-6.765e+02	-6.766590e+02	1.128e-01	0.000e+00
1.858e+00	-6.765e+02	-6.766483e+02	1.060e-01	0.000e+00
1.862e+00	-6.765e+02	-6.766478e+02	1.057e-01	0.000e+00
1.866e+00	-6.765e+02	-6.766574e+02	1.119e-01	0.000e+00
1.870e+00	-6.765e+02	-6.766748e+02	1.230e-01	0.000e+00
1.874e+00	-6.765e+02	-6.766957e+02	1.364e-01	0.000e+00
1.878e+00	-6.765e+02	-6.767155e+02	1.490e-01	0.000e+00
1.882e+00	-6.765e+02	-6.767297e+02	1.581e-01	0.000e+00
1.886e+00	-6.765e+02	-6.767350e+02	1.615e-01	0.000e+00
1.890e+00	-6.765e+02	-6.767303e+02	1.585e-01	0.000e+00
1.894e+00	-6.765e+02	-6.767166e+02	1.497e-01	0.000e+00
1.898e+00	-6.765e+02	-6.766967e+02	1.370e-01	0.000e+00
1.902e+00	-6.765e+02	-6.766750e+02	1.231e-01	0.000e+00
1.906e+00	-6.765e+02	-6.766562e+02	1.111e-01	0.000e+00
1.910e+00	-6.765e+02	-6.766445e+02	1.036e-01	0.000e+00
1.914e+00	-6.765e+02	-6.766426e+02	1.024e-01	0.000e+00
1.918e+00	-6.765e+02	-6.766511e+02	1.078e-01	0.000e+00
1.922e+00	-6.765e+02	-6.766687e+02	1.190e-01	0.000e+00
1.926e+00	-6.765e+02	-6.766918e+02	1.339e-01	0.000e+00
1.930e+00	-6.765e+02	-6.767161e+02	1.494e-01	0.000e+00
1.934e+00	-6.765e+02	-6.767369e+02	1.627e-01	0.000e+00
1.938e+00	-6.765e+02	-6.767504e+02	1.713e-01	0.000e+00
1.942e+00	-6.765e+02	-6.767541e+02	1.737e-01	0.000e+00
1.946e+00	-6.765e+02	-6.767477e+02	1.696e-01	0.000e+00
1.950e+00	-6.765e+02	-6.767328e+02	1.601e-01	0.000e+00
1.954e+00	-6.765e+02	-6.767124e+02	1.470e-01	0.000e+00
1.958e+00	-6.765e+02	-6.766903e+02	1.329e-01	0.000e+00
1.962e+00	-6.765e+02	-6.766705e+02	1.202e-01	0.000e+00
1.966e+00	-6.765e+02	-6.766559e+02	1.109e-01	0.000e+00
1.970e+00	-6.765e+02	-6.766483e+02	1.060e-01	0.000e+00
1.974e+00	-6.765e+02	-6.766481e+02	1.059e-01	0.000e+00
1.978e+00	-6.765e+02	-6.766543e+02	1.098e-01	0.000e+00
1.982e+00	-6.765e+02	-6.766646e+02	1.164e-01	0.000e+00
1.986e+00	-6.765e+02	-6.766766e+02	1.241e-01	0.000e+00
1.990e+00	-6.765e+02	-6.766876e+02	1.311e-01	0.000e+00
1.994e+00	-6.765e+02	-6.766957e+02	1.363e-01	0.000e+00
1.998e+00	-6.765e+02	-6.766998e+02	1.389e-01	0.000e+00
2.002e+00	-6.765e+02	-6.766996e+02	1.388e-01	0.000e+00
2.006e+00	-6.765e+02	-6.766960e+02	1.365e-01	0.000e+00
2.010e+00	-6.765e+02	-6.766906e+02	1.331e-01	0.000e+00
2.014e+00	-6.765e+02	-6.766851e+02	1.296e-01	0.000e+00
2.018e+00	-6.765e+02	-6.766814e+02	1.272e-01	0.000e+00
2.022e+00	-6.765e+02	-6.766808e+02	1.268e-01	0.000e+00
2.026e+00	-6.765e+02	-6.766840e+02	1.289e-01	0.000e+00
2.030e+00	-6.765e+02	-6.766909e+02	1.333e-01	0.000e+00
2.034e+00	-6.765e+02	-6.767004e+02	1.394e-01	0.000e+00
2.038e+00	-6.765e+02	-6.767110e+02	1.462e-01	0.000e+00
2.042e+00	-6.765e+02	-6.767208e+02	1.524e-01	0.000e+00
2.046e+00	-6.765e+02	-6.767280e+02	1.571e-01	0.000e+00
2.050e+00	-6.765e+02	-6.767313e+02	1.591e-01	0.000e+00
2.054e+00	-6.765e+02	-6.767300e+02	1.583e-01	0.000e+00
2.058e+00	-6.765e+02	-6.767242e+02	1.546e-01	0.000e+00
2.062e+00	-6.765e+02	-6.767148e+02	1.486e-01	0.000e+00
2.066e+00	-6.765e+02	-6.767030e+02	1.410e-01	0.000e+00
2.070e+00	-6.765e+02	-6.766902e+02	1.328e-01	0.000e+00
2.074e+00	-6.765e+02	-6.766776e+02	1.248e-01	0.000e+00
2.078e+00	-6.765e+02	-6.766663e+02	1.175e-01	0.000e+00
2.082e+00	-6.765e+02	-6.766570e+02	1.115e-01	0.000e+00
2.086e+00	-6.765e+02	-6.766503e+02	1.072e-01	0.000e+00
2.090e+00	-6.765e+02	-6.766468e+02	1.050e-01	0.000e+00
2.094e+00	-6.765e+02	-6.766470e+02	1.051e-01	0.000e+00
2.098e+00	-6.765e+02	-6.766511e+02	1.078e-01	0.000e+00
2.102e+00	-6.765e+02	-6.766592e+02	1.129e-01	0.000e+00
2.106e+00	-6.765e+02	-6.766704e+02	1.201e-01	0.000e+00
2.110e+00	-6.765e+02	-6.766835e+02	1.285e-01	0.000e+00
2.114e+00	-6.765e+02	-6.766966e+02	1.369e-01	0.000e+00
2.118e+00	-6.765e+02	-6.767078e+02	1.441e-01	0.000e+00
2.122e+00	-6.765e+02	-6.767152e+02	1.488e-01	0.000e+00
2.126e+00	-6.765e+02	-6.767179e+02	1.505e-01	0.000e+00
2.130e+00	-6.765e+02	-6.767156e+02	1.491e-01	0.000e+00
2.134e+00	-6.765e+02	-6.767093e+02	1.450e-01	0.000e+00
2.138e+00	-6.765e+02	-6.767006e+02	1.395e-01	0.000e+00
2.142e+00	-6.765e+02	-6.766919e+02	1.339e-01	0.000e+00
2.146e+00	-6.765e+02	-6.766852e+02	1.296e-01	0.000e+00
2.150e+00	-6.765e+02	-6.766820e+02	1.276e-01	0.000e+00
2.154e+00	-6.765e+02	-6.766831e+02	1.283e-01	0.000e+00
2.158e+00	-6.765e+02	-6.766883e+02	1.316e-01	0.000e+00
2.162e+00	-6.765e+02	-6.766962e+02	1.367e-01	0.000e+00
2.166e+00	-6.765e+02	-6.767051e+02	1.424e-01	0.000e+00
2.170e+00	-6.765e+02	-6.767129e+02	1.474e-01	0.000e+00
2.174e+00	-6.765e+02	-6.767176e+02	1.503e-01	0.000e+00
2.178e+00	-6.765e+02	-6.767178e+02	1.505e-01	0.000e+00
2.182e+00	-6.765e+02	-6.767131e+02	1.475e-01	0.000e+00
2.186e+00	-6.765e+02	-6.767037e+02	1.414e-01	0.000e+00
2.190e+00	-6.765e+02	-6.766909e+02	1.333e-01	0.000e+00
2.194e+00	-6.765e+02	-6.766768e+02	1.242e-01	0.000e+00
2.198e+00	-6.765e+02	-6.766635e+02	1.157e-01	0.000e+00
2.202e+00	-6.765e+02	-6.766534e+02	1.093e-01	0.000e+00
2.206e+00	-6.765e+02	-6.766483e+02	1.060e-01	0.000e+00
2.210e+00	-6.765e+02	-6.766491e+02	1.065e-01	0.000e+00
2.214e+00	-6.765e+02	-6.766558e+02	1.108e-01	0.000e+00
2.218e+00	-6.765e+02	-6.766673e+02	1.182e-01	0.000e+00
2.222e+00	-6.765e+02	-6.766820e+02	1.276e-01	0.000e+00
2.226e+00	-6.765e+02	-6.766976e+02	1.375e-01	0.000e+00
2.230e+00	-6.765e+02	-6.767118e+02	1.467e-01	0.000e+00
2.234e+00	-6.765e+02	-6.767231e+02	1.539e-01	0.000e+00
2.238e+00	-6.765e+02	-6.767301e+02	1.584e-01	0.000e+00
2.242e+00	-6.765e+02	-6.767324e+02	1.599e-01	0.000e+00
2.246e+00	-6.765e+02	-6.767304e+02	1.586e-01	0.000e+00
2.250e+00	-6.765e+02	-6.767248e+02	1.550e-01	0.000e+00
2.254e+00	-6.765e+02	-6.767167e+02	1.498e-01	0.000e+00
2.258e+00	-6.765e+02	-6.767072e+02	1.438e-01	0.000e+00
2.262e+00	-6.765e+02	-6.766975e+02	1.375e-01	0.000e+00
2.266e+00	-6.765e+02	-6.766884e+02	1.317e-01	0.000e+00
2.270e+00	-6.765e+02	-6.766805e+02	1.266e-01	0.000e+00
2.274e+00	-6.765e+02	-6.766744e+02	1.227e-01	0.000e+00
2.278e+00	-6.765e+02	-6.766701e+02	1.200e-01	0.000e+00
2.282e+00	-6.765e+02	-6.766678e+02	1.185e-01	0.000e+00
2.286e+00	-6.765e+02	-6.766671e+02	1.180e-01	0.000e+00
2.290e+00	-6.765e+02	-6.766676e+02	1.183e-01	0.000e+00
2.294e+00	-6.765e+02	-6.766689e+02	1.192e-01	0.000e+00
2.298e+00	-6.765e+02	-6.766705e+02	1.202e-01	0.000e+00
2.302e+00	-6.765e+02	-6.766722e+02	1.212e-01	0.000e+00
2.306e+00	-6.765e+02	-6.766739e+02	1.224e-01	0.000e+00
2.310e+00	-6.765e+02	-6.766761e+02	1.238e-01	0.000e+00
2.314e+00	-6.765e+02	-6.766793e+02	1.258e-01	0.000e+00
2.318e+00	-6.765e+02	-6.766840e+02	1.289e-01	0.000e+00
2.322e+00	-6.765e+02	-6.766905e+02	1.330e-01	0.000e+00
2.326e+00	-6.765e+02	-6.766985e+02	1.382e-01	0.000e+00
2.330e+00	-6.765e+02	-6.767072e+02	1.437e-01	0.000e+00
2.334e+00	-6.765e+02	-6.767154e+02	1.490e-01	0.000e+00
2.338e+00	-6.765e+02	-6.767217e+02	1.530e-01	0.000e+00
2.342e+00	-6.765e+02	-6.767249e+02	1.550e-01	0.000e+00
2.346e+00	-6.765e+02	-6.767244e+02	1.547e-01	0.000e+00
2.350e+00	-6.765e+02	-6.767205e+02	1.523e-01	0.000e+00
2.354e+00	-6.765e+02	-6.767143e+02	1.483e-01	0.000e+00
2.358e+00	-6.765e+02	-6.767073e+02	1.438e-01	0.000e+00
2.362e+00	-6.765e+02	-6.767011e+02	1.398e-01	0.000e+00
2.366e+00	-6.765e+02	-6.766970e+02	1.372e-01	0.000e+00
2.370e+00	-6.765e+02	-6.766954e+02	1.362e-01	0.000e+00
2.374e+00	-6.765e+02	-6.766956e+02	1.363e-01	0.000e+00
2.378e+00	-6.765e+02	-6.766963e+02	1.367e-01	0.000e+00
2.382e+00	-6.765e+02	-6.766954e+02	1.361e-01	0.000e+00
2.386e+00	-6.765e+02	-6.766914e+02	1.336e-01	0.000e+00
2.390e+00	-6.765e+02	-6.766833e+02	1.284e-01	0.000e+00
2.394e+00	-6.765e+02	-6.766713e+02	1.206e-01	0.000e+00
2.398e+00	-6.765e+02	-6.766567e+02	1.113e-01	0.000e+00
2.402e+00	-6.765e+02	-6.766422e+02	1.020e-01	0.000e+00
2.406e+00	-6.765e+02	-6.766306e+02	9.465e-02	0.000e+00
2.410e+00	-6.765e+02	-6.766249e+02	9.097e-02	0.000e+00
2.414e+00	-6.765e+02	-6.766269e+02	9.230e-02	0.000e+00
2.418e+00	-6.765e+02	-6.766376e+02	9.914e-02	0.000e+00
2.422e+00	-6.765e+02	-6.766561e+02	1.110e-01	0.000e+00
2.426e+00	-6.765e+02	-6.766804e+02	1.266e-01	0.000e+00
2.430e+00	-6.765e+02	-6.767072e+02	1.437e-01	0.000e+00
2.434e+00	-6.765e+02	-6.767326e+02	1.600e-01	0.000e+00
2.438e+00	-6.765e+02	-6.767529e+02	1.730e-01	0.000e+00
2.442e+00	-6.765e+02	-6.767652e+02	1.809e-01	0.000e+00
2.446e+00	-6.765e+02	-6.767676e+02	1.824e-01	0.000e+00
2.450e+00	-6.765e+02	-6.767601e+02	1.776e-01	0.000e+00
2.454e+00	-6.765e+02	-6.767441e+02	1.674e-01	0.000e+00
2.458e+00	-6.765e+02	-6.767229e+02	1.538e-01	0.000e+00
2.462e+00	-6.765e+02	-6.767004e+02	1.394e-01	0.000e+00
2.466e+00	-6.765e+02	-6.766809e+02	1.269e-01	0.000e+00
2.470e+00	-6.765e+02	-6.766681e+02	1.187e-01	0.000e+00
2.474e+00	-6.765e+02	-6.766640e+02	1.161e-01	0.000e+00
2.478e+00	-6.765e+02	-6.766687e+02	1.191e-01	0.000e+00
2.482e+00	-6.765e+02	-6.766800e+02	1.263e-01	0.000e+00
2.486e+00	-6.765e+02	-6.766943e+02	1.355e-01	0.000e+00
2.490e+00	-6.765e+02	-6.767069e+02	1.435e-01	0.000e+00
2.494e+00	-6.765e+02	-6.767133e+02	1.476e-01	0.000e+00
2.498e+00	-6.765e+02	-6.767106e+02	1.458e-01	0.000e+00
2.502e+00	-6.765e+02	-6.766980e+02	1.378e-01	0.000e+00
2.506e+00	-6.765e+02	-6.766775e+02	1.247e-01	0.000e+00
2.510e+00	-6.765e+02	-6.766533e+02	1.091e-01	0.000e+00
2.514e+00	-6.765e+02	-6.766308e+02	9.480e-02	0.000e+00
2.518e+00	-6.765e+02	-6.766159e+02	8.522e-02	0.000e+00
2.522e+00	-6.765e+02	-6.766127e+02	8.323e-02	0.000e+00
2.526e+00	-6.765e+02	-6.766235e+02	9.014e-02	0.000e+00
2.530e+00	-6.765e+02	-6.766473e+02	1.054e-01	0.000e+00
2.534e+00	-6.765e+02	-6.766805e+02	1.267e-01	0.000e+00
2.538e+00	-6.765e+02	-6.767173e+02	1.502e-01	0.000e+00
2.542e+00	-6.765e+02	-6.767508e+02	1.716e-01	0.000e+00
2.546e+00	-6.765e+02	-6.767747e+02	1.869e-01	0.000e+00
2.550e+00	-6.765e+02	-6.767846e+02	1.932e-01	0.000e+00
2.554e+00	-6.765e+02	-6.767784e+02	1.893e-01	0.000e+00
2.558e+00	-6.765e+02	-6.767575e+02	1.759e-01	0.000e+00
2.562e+00	-6.765e+02	-6.767261e+02	1.558e-01	0.000e+00
2.566e+00	-6.765e+02	-6.766905e+02	1.330e-01	0.000e+00
2.570e+00	-6.765e+02	-6.766578e+02	1.121e-01	0.000e+00
2.574e+00	-6.765e+02	-6.766344e+02	9.716e-02	0.000e+00
2.578e+00	-6.765e+02	-6.766249e+02	9.108e-02	0.000e+00
2.582e+00	-6.765e+02	-6.766308e+02	9.483e-02	0.000e+00
2.586e+00	-6.765e+02	-6.766502e+02	1.073e-01	0.000e+00
2.590e+00	-6.765e+02	-6.766786e+02	1.254e-01	0.000e+00
2.594e+00	-6.765e+02	-6.767094e+02	1.451e-01	0.000e+00
2.598e+00	-6.765e+02	-6.767356e+02	1.618e-01	0.000e+00
2.602e+00	-6.765e+02	-6.767510e+02	1.717e-01	0.000e+00
2.606e+00	-6.765e+02	-6.767522e+02	1.725e-01	0.000e+00
2.610e+00	-6.765e+02	-6.767386e+02	1.638e-01	0.000e+00
2.614e+00	-6.765e+02	-6.767130e+02	1.474e-01	0.000e+00
2.618e+00	-6.765e+02	-6.766810e+02	1.269e-01	0.000e+00
2.622e+00	-6.765e+02	-6.766496e+02	1.068e-01	0.000e+00
2.626e+00	-6.765e+02	-6.766259e+02	9.167e-02	0.000e+00
2.630e+00	-6.765e+02	-6.766154e+02	8.495e-02	0.000e+00
2.634e+00	-6.765e+02	-6.766207e+02	8.837e-02	0.000e+00
2.638e+00	-6.765e+02	-6.766411e+02	1.014e-01	0.000e+00
2.642e+00	-6.765e+02	-6.766727e+02	1.216e-01	0.000e+00
2.646e+00	-6.765e+02	-6.767090e+02	1.449e-01	0.000e+00
2.650e+00	-6.765e+02	-6.767428e+02	1.665e-01	0.000e+00
2.654e+00	-6.765e+02	-6.767671e+02	1.820e-01	0.000e+00
2.658e+00	-6.765e+02	-6.767772e+02	1.885e-01	0.000e+00
2.662e+00	-6.765e+02	-6.767709e+02	1.845e-01	0.000e+00
2.666e+00	-6.765e+02	-6.767495e+02	1.708e-01	0.000e+00
2.670e+00	-6.765e+02	-6.767171e+02	1.500e-01	0.000e+00
2.674e+00	-6.765e+02	-6.766796e+02	1.261e-01	0.000e+00
2.678e+00	-6.765e+02	-6.766439e+02	1.032e-01	0.000e+00
2.682e+00	-6.765e+02	-6.766163e+02	8.550e-02	0.000e+00
2.686e+00	-6.765e+02	-6.766012e+02	7.583e-02	0.000e+00
2.690e+00	-6.765e+02	-6.766007e+02	7.554e-02	0.000e+00
2.694e+00	-6.765e+02	-6.766143e+02	8.421e-02	0.000e+00
2.698e+00	-6.765e+02	-6.766387e+02	9.984e-02	0.000e+00
2.702e+00	-6.765e+02	-6.766691e+02	1.193e-01	0.000e+00
2.706e+00	-6.765e+02	-6.766998e+02	1.389e-01	0.000e+00
2.710e+00	-6.765e+02	-6.767255e+02	1.554e-01	0.000e+00
2.714e+00	-6.765e+02	-6.767422e+02	1.661e-01	0.000e+00
2.718e+00	-6.765e+02	-6.767482e+02	1.699e-01	0.000e+00
2.722e+00	-6.765e+02	-6.767438e+02	1.671e-01	0.000e+00
2.726e+00	-6.765e+02	-6.767314e+02	1.592e-01	0.000e+00
2.730e+00	-6.765e+02	-6.767148e+02	1.486e-01	0.000e+00
2.734e+00	-6.765e+02	-6.766981e+02	1.379e-01	0.000e+00
2.738e+00	-6.765e+02	-6.766851e+02	1.296e-01	0.000e+00
2.742e+00	-6.765e+02	-6.766781e+02	1.251e-01	0.000e+00
2.746e+00	-6.765e+02	-6.766779e+02	1.250e-01	0.000e+00
2.750e+00	-6.765e+02	-6.766834e+02	1.285e-01	0.000e+00
2.754e+00	-6.765e+02	-6.766924e+02	1.343e-01	0.000e+00
2.758e+00	-6.765e+02	-6.767021e+02	1.405e-01	0.000e+00
2.762e+00	-6.765e+02	-6.767098e+02	1.454e-01	0.000e+00
2.766e+00	-6.765e+02	-6.767135e+02	1.477e-01	0.000e+00
2.770e+00	-6.765e+02	-6.767123e+02	1.470e-01	0.000e+00
2.774e+00	-6.765e+02	-6.767068e+02	1.435e-01	0.000e+00
2.778e+00	-6.765e+02	-6.766984e+02	1.381e-01	0.000e+00
2.782e+00	-6.765e+02	-6.766890e+02	1.320e-01	0.000e+00
2.786e+00	-6.765e+02	-6.766807e+02	1.267e-01	0.000e+00
2.790e+00	-6.765e+02	-6.766751e+02	1.231e-01	0.000e+00
2.794e+00	-6.765e+02	-6.766730e+02	1.218e-01	0.000e+00
2.798e+00	-6.765e+02	-6.766745e+02	1.228e-01	0.000e+00
2.802e+00	-6.765e+02	-6.766787e+02	1.255e-01	0.000e+00
2.806e+00	-6.765e+02	-6.766843e+02	1.290e-01	0.000e+00
2.810e+00	-6.765e+02	-6.766896e+02	1.324e-01	0.000e+00
2.814e+00	-6.765e+02	-6.766934e+02	1.348e-01	0.000e+00
2.818e+00	-6.765e+02	-6.766948e+02	1.357e-01	0.000e+00
2.822e+00	-6.765e+02	-6.766935e+02	1.349e-01	0.000e+00
2.826e+00	-6.765e+02	-6.766901e+02	1.327e-01	0.000e+00
2.830e+00	-6.765e+02	-6.766855e+02	1.298e-01	0.000e+00
2.834e+00	-6.765e+02	-6.766812e+02	1.270e-01	0.000e+00
2.838e+00	-6.765e+02	-6.766782e+02	1.251e-01	0.000e+00
2.842e+00	-6.765e+02	-6.766775e+02	1.247e-01	0.000e+00
2.846e+00	-6.765e+02	-6.766794e+02	1.259e-01	0.000e+00
2.850e+00	-6.765e+02	-6.766836e+02	1.286e-01	0.000e+00
2.854e+00	-6.765e+02	-6.766892e+02	1.322e-01	0.000e+00
2.858e+00	-6.765e+02	-6.766952e+02	1.360e-01	0.000e+00
2.862e+00	-6.765e+02	-6.767003e+02	1.393e-01	0.000e+00
2.866e+00	-6.765e+02	-6.767039e+02	1.416e-01	0.000e+00
2.870e+00	-6.765e+02	-6.767055e+02	1.426e-01	0.000e+00
2.874e+00	-6.765e+02	-6.767053e+02	1.425e-01	0.000e+00
2.878e+00	-6.765e+02	-6.767041e+02	1.418e-01	0.000e+00
2.882e+00	-6.765e+02	-6.767029e+02	1.409e-01	0.000e+00
2.886e+00	-6.765e+02	-6.767024e+02	1.406e-01	0.000e+00
2.890e+00	-6.765e+02	-6.767033e+02	1.412e-01	0.000e+00
2.894e+00	-6.765e+02	-6.767056e+02	1.427e-01	0.000e+00
2.898e+00	-6.765e+02	-6.767088e+02	1.447e-01	0.000e+00
2.902e+00	-6.765e+02	-6.767118e+02	1.466e-01	0.000e+00
2.906e+00	-6.765e+02	-6.767132e+02	1.475e-01	0.000e+00
2.910e+00	-6.765e+02	-6.767119e+02	1.467e-01	0.000e+00
2.914e+00	-6.765e+02	-6.767072e+02	1.437e-01	0.000e+00
2.918e+00	-6.765e+02	-6.766991e+02	1.385e-01	0.000e+00
2.922e+00	-6.765e+02	-6.766884e+02	1.316e-01	0.000e+00
2.926e+00	-6.765e+02	-6.766764e+02	1.240e-01	0.000e+00
2.930e+00	-6.765e+02	-6.766650e+02	1.167e-01	0.000e+00
2.934e+00	-6.765e+02	-6.766557e+02	1.107e-01	0.000e+00
2.938e+00	-6.765e+02	-6.766494e+02	1.067e-01	0.000e+00
